Date,Open,High,Low,Close,Volume
2016-01-04,119.21,119.44,116.9,117.87,847370.0
2016-01-05,118.43,120.97,117.9,120.53,632414.0
2016-01-06,118.94,120.58,118.13,120.01,738461.0
2016-01-07,118.22,120.19,118.01,119.51,863213.0
2016-01-08,120.0,120.3,118.05,118.24,648240.0
2016-01-11,118.66,119.85,118.2,119.42,717809.0
2016-01-12,119.52,121.44,118.35,121.02,656590.0
2016-01-13,121.01,121.32,116.04,116.31,784997.0
2016-01-14,117.0,117.0,114.55,116.41,826784.0
2016-01-15,113.55,115.25,113.49,115.16,958226.0
2016-01-19,116.48,118.2883,115.47,115.82,518173.0
2016-01-20,114.16,115.73,111.25,115.12,814671.0
2016-01-21,115.78,116.44,114.04,114.99,508147.0
2016-01-22,115.95,118.31,115.49,117.95,396202.0
2016-01-25,117.81,117.9,116.67,116.91,562751.0
2016-01-26,116.93,118.41,116.93,118.17,290809.0
2016-01-27,118.17,119.83,117.16,117.87,574052.0
2016-01-28,118.01,118.86,116.52,116.93,727975.0
2016-01-29,117.19,120.45,117.0,120.35,794351.0
2016-02-01,119.29,121.11,118.69,120.65,586198.0
2016-02-02,119.51,120.57,117.81,118.32,709727.0
2016-02-03,118.14,118.565,115.01,117.2,1366943.0
2016-02-04,117.42,118.4799,115.79,115.94,1862062.0
2016-02-05,111.69,114.695,108.75,111.12,2597870.0
2016-02-08,109.64,110.09,105.16,105.99,1288756.0
2016-02-09,105.11,107.36,104.91,106.03,903292.0
2016-02-10,106.8,108.39,106.58,107.91,945923.0
2016-02-11,106.16,107.975,105.38,106.05,881112.0
2016-02-12,107.84,108.35,105.635,106.92,1138482.0
2016-02-16,109.44,109.885,108.17,109.47,755968.0
2016-02-17,109.92,111.53,109.26,111.41,871619.0
2016-02-18,110.83,113.0,110.5,111.54,845025.0
2016-02-19,111.3,111.65,109.3,109.66,898932.0
2016-02-22,110.65,111.6599,110.24,111.24,742203.0
2016-02-23,110.81,113.84,110.7424,112.3,876781.0
2016-02-24,111.22,113.34,110.01,113.14,923233.0
2016-02-25,113.61,115.19,112.185,114.52,740340.0
2016-02-26,114.77,116.42,113.792,115.54,1038561.0
2016-02-29,115.36,116.6238,113.93,113.93,581237.0
2016-03-01,114.59,117.99,114.34,117.95,961026.0
2016-03-02,117.12,117.12,113.43,114.65,1566244.0
2016-03-03,114.61,115.65,114.3,115.55,716618.0
2016-03-04,116.05,116.275,114.4,114.87,568400.0
2016-03-07,114.18,114.99,113.42,114.71,852575.0
2016-03-08,114.04,114.93,113.21,113.72,567754.0
2016-03-09,113.96,114.68,113.82,114.09,759035.0
2016-03-10,112.54,114.47,112.4,113.52,1431569.0
2016-03-11,114.74,116.01,112.885,116.01,1464799.0
2016-03-14,115.96,116.46,115.2401,115.95,653221.0
2016-03-15,114.92,119.23,114.81,118.46,1200115.0
2016-03-16,117.44,119.29,117.38,118.88,757800.0
2016-03-17,118.76,121.24,118.3401,120.69,1233148.0
2016-03-18,121.14,122.66,119.99,122.1,1817917.0
2016-03-21,121.89,123.41,121.63,123.0,733376.0
2016-03-22,123.34,123.8383,122.85,123.62,717767.0
2016-03-23,123.7,123.99,123.05,123.81,960600.0
2016-03-24,123.57,124.41,123.04,124.11,761818.0
2016-03-28,124.11,124.46,123.6968,124.34,612503.0
2016-03-29,123.83,125.47,123.69,125.33,431793.0
2016-03-30,126.0,126.53,124.73,125.68,987984.0
2016-03-31,125.54,126.3,125.164,126.19,1052702.0
2016-04-01,125.9,127.74,125.59,127.63,882290.0
2016-04-04,127.33,128.21,126.82,127.48,818511.0
2016-04-05,126.84,126.94,125.98,126.8,1100737.0
2016-04-06,126.4,127.29,125.95,127.25,743932.0
2016-04-07,126.36,127.29,125.75,127.24,747258.0
2016-04-08,127.69,128.94,127.47,128.2,742032.0
2016-04-11,128.58,128.75,126.09,126.1,737815.0
2016-04-12,126.11,126.69,125.26,125.53,1050866.0
2016-04-13,126.06,126.56,125.48,126.34,700714.0
